,midoc.stn,cod.end,fgroup,PA,start_time,end_time,lat_start,lon_start,lat_end,lon_end,trackdistm,mean_grnd_spd,min.dep,max.dep,mid.dep,swept_m3
16,MIDOC01,2,Krefftichthys anderssoni,0,24/01/2016 12:22,24/01/2016 12:51,-61.298747,93.552232,-61.278689,93.553047,2283.730541,2.479443576,811.166,966.205,888.6855,411071.4974
17,MIDOC01,2,Melamphidae,0,24/01/2016 12:22,24/01/2016 12:51,-61.298747,93.552232,-61.278689,93.553047,2283.730541,2.479443576,811.166,966.205,888.6855,411071.4974
18,MIDOC01,2,Kreffichthys andersonii,0,24/01/2016 12:22,24/01/2016 12:51,-61.298747,93.552232,-61.278689,93.553047,2283.730541,2.479443576,811.166,966.205,888.6855,411071.4974
19,MIDOC01,2,Other myctophid,0,24/01/2016 12:22,24/01/2016 12:51,-61.298747,93.552232,-61.278689,93.553047,2283.730541,2.479443576,811.166,966.205,888.6855,411071.4974
20,MIDOC01,2,Macrouridae,0,24/01/2016 12:22,24/01/2016 12:51,-61.298747,93.552232,-61.278689,93.553047,2283.730541,2.479443576,811.166,966.205,888.6855,411071.4974
21,MIDOC01,2,Bathylagidae,1,24/01/2016 12:22,24/01/2016 12:51,-61.298747,93.552232,-61.278689,93.553047,2283.730541,2.479443576,811.166,966.205,888.6855,411071.4974
22,MIDOC01,2,Electrona,1,24/01/2016 12:22,24/01/2016 12:51,-61.298747,93.552232,-61.278689,93.553047,2283.730541,2.479443576,811.166,966.205,888.6855,411071.4974
23,MIDOC01,2,Gempylidae,0,24/01/2016 12:22,24/01/2016 12:51,-61.298747,93.552232,-61.278689,93.553047,2283.730541,2.479443576,811.166,966.205,888.6855,411071.4974
24,MIDOC01,2,Paralepididae,1,24/01/2016 12:22,24/01/2016 12:51,-61.298747,93.552232,-61.278689,93.553047,2283.730541,2.479443576,811.166,966.205,888.6855,411071.4974
25,MIDOC01,2,Gonostomatidae,0,24/01/2016 12:22,24/01/2016 12:51,-61.298747,93.552232,-61.278689,93.553047,2283.730541,2.479443576,811.166,966.205,888.6855,411071.4974
26,MIDOC01,2,Gymnoscopelus,0,24/01/2016 12:22,24/01/2016 12:51,-61.298747,93.552232,-61.278689,93.553047,2283.730541,2.479443576,811.166,966.205,888.6855,411071.4974
27,MIDOC01,2,Melanonidae,0,24/01/2016 12:22,24/01/2016 12:51,-61.298747,93.552232,-61.278689,93.553047,2283.730541,2.479443576,811.166,966.205,888.6855,411071.4974
28,MIDOC01,2,Stomiidae,0,24/01/2016 12:22,24/01/2016 12:51,-61.298747,93.552232,-61.278689,93.553047,2283.730541,2.479443576,811.166,966.205,888.6855,411071.4974
29,MIDOC01,2,unidientified/other myctophids,0,24/01/2016 12:22,24/01/2016 12:51,-61.298747,93.552232,-61.278689,93.553047,2283.730541,2.479443576,811.166,966.205,888.6855,411071.4974
30,MIDOC01,2,Protomyctophum,0,24/01/2016 12:22,24/01/2016 12:51,-61.298747,93.552232,-61.278689,93.553047,2283.730541,2.479443576,811.166,966.205,888.6855,411071.4974
31,MIDOC01,3,Krefftichthys anderssoni,0,24/01/2016 12:52,24/01/2016 13:21,-61.27855,93.553045,-61.257586,93.552024,2398.191365,2.601328117,608.807,813.456,711.1315,431674.4457
32,MIDOC01,3,Gymnoscopelus,1,24/01/2016 12:52,24/01/2016 13:21,-61.27855,93.553045,-61.257586,93.552024,2398.191365,2.601328117,608.807,813.456,711.1315,431674.4457
33,MIDOC01,3,Kreffichthys andersonii,0,24/01/2016 12:52,24/01/2016 13:21,-61.27855,93.553045,-61.257586,93.552024,2398.191365,2.601328117,608.807,813.456,711.1315,431674.4457
34,MIDOC01,3,Other myctophid,0,24/01/2016 12:52,24/01/2016 13:21,-61.27855,93.553045,-61.257586,93.552024,2398.191365,2.601328117,608.807,813.456,711.1315,431674.4457
35,MIDOC01,3,Gonostomatidae,0,24/01/2016 12:52,24/01/2016 13:21,-61.27855,93.553045,-61.257586,93.552024,2398.191365,2.601328117,608.807,813.456,711.1315,431674.4457
36,MIDOC01,3,Melamphidae,0,24/01/2016 12:52,24/01/2016 13:21,-61.27855,93.553045,-61.257586,93.552024,2398.191365,2.601328117,608.807,813.456,711.1315,431674.4457
37,MIDOC01,3,Melanonidae,0,24/01/2016 12:52,24/01/2016 13:21,-61.27855,93.553045,-61.257586,93.552024,2398.191365,2.601328117,608.807,813.456,711.1315,431674.4457
38,MIDOC01,3,Electrona,1,24/01/2016 12:52,24/01/2016 13:21,-61.27855,93.553045,-61.257586,93.552024,2398.191365,2.601328117,608.807,813.456,711.1315,431674.4457
39,MIDOC01,3,Gempylidae,0,24/01/2016 12:52,24/01/2016 13:21,-61.27855,93.553045,-61.257586,93.552024,2398.191365,2.601328117,608.807,813.456,711.1315,431674.4457
40,MIDOC01,3,Macrouridae,0,24/01/2016 12:52,24/01/2016 13:21,-61.27855,93.553045,-61.257586,93.552024,2398.191365,2.601328117,608.807,813.456,711.1315,431674.4457
41,MIDOC01,3,Protomyctophum,0,24/01/2016 12:52,24/01/2016 13:21,-61.27855,93.553045,-61.257586,93.552024,2398.191365,2.601328117,608.807,813.456,711.1315,431674.4457
42,MIDOC01,3,Stomiidae,0,24/01/2016 12:52,24/01/2016 13:21,-61.27855,93.553045,-61.257586,93.552024,2398.191365,2.601328117,608.807,813.456,711.1315,431674.4457
43,MIDOC01,3,unidientified/other myctophids,0,24/01/2016 12:52,24/01/2016 13:21,-61.27855,93.553045,-61.257586,93.552024,2398.191365,2.601328117,608.807,813.456,711.1315,431674.4457
44,MIDOC01,3,Paralepididae,0,24/01/2016 12:52,24/01/2016 13:21,-61.27855,93.553045,-61.257586,93.552024,2398.191365,2.601328117,608.807,813.456,711.1315,431674.4457
45,MIDOC01,3,Bathylagidae,1,24/01/2016 12:52,24/01/2016 13:21,-61.27855,93.553045,-61.257586,93.552024,2398.191365,2.601328117,608.807,813.456,711.1315,431674.4457
46,MIDOC01,4,Gymnoscopelus,1,24/01/2016 13:22,24/01/2016 13:51,-61.257445,93.552022,-61.23617,93.550921,2416.833062,2.633418903,403.962,609.95,506.956,435029.9511
47,MIDOC01,4,Kreffichthys andersonii,0,24/01/2016 13:22,24/01/2016 13:51,-61.257445,93.552022,-61.23617,93.550921,2416.833062,2.633418903,403.962,609.95,506.956,435029.9511
48,MIDOC01,4,Krefftichthys anderssoni,0,24/01/2016 13:22,24/01/2016 13:51,-61.257445,93.552022,-61.23617,93.550921,2416.833062,2.633418903,403.962,609.95,506.956,435029.9511
49,MIDOC01,4,Other myctophid,0,24/01/2016 13:22,24/01/2016 13:51,-61.257445,93.552022,-61.23617,93.550921,2416.833062,2.633418903,403.962,609.95,506.956,435029.9511
50,MIDOC01,4,Paralepididae,0,24/01/2016 13:22,24/01/2016 13:51,-61.257445,93.552022,-61.23617,93.550921,2416.833062,2.633418903,403.962,609.95,506.956,435029.9511
51,MIDOC01,4,Protomyctophum,0,24/01/2016 13:22,24/01/2016 13:51,-61.257445,93.552022,-61.23617,93.550921,2416.833062,2.633418903,403.962,609.95,506.956,435029.9511
52,MIDOC01,4,Gonostomatidae,0,24/01/2016 13:22,24/01/2016 13:51,-61.257445,93.552022,-61.23617,93.550921,2416.833062,2.633418903,403.962,609.95,506.956,435029.9511
53,MIDOC01,4,Electrona,1,24/01/2016 13:22,24/01/2016 13:51,-61.257445,93.552022,-61.23617,93.550921,2416.833062,2.633418903,403.962,609.95,506.956,435029.9511
54,MIDOC01,4,Gempylidae,0,24/01/2016 13:22,24/01/2016 13:51,-61.257445,93.552022,-61.23617,93.550921,2416.833062,2.633418903,403.962,609.95,506.956,435029.9511
55,MIDOC01,4,Melamphidae,0,24/01/2016 13:22,24/01/2016 13:51,-61.257445,93.552022,-61.23617,93.550921,2416.833062,2.633418903,403.962,609.95,506.956,435029.9511
56,MIDOC01,4,Bathylagidae,1,24/01/2016 13:22,24/01/2016 13:51,-61.257445,93.552022,-61.23617,93.550921,2416.833062,2.633418903,403.962,609.95,506.956,435029.9511
57,MIDOC01,4,Stomiidae,0,24/01/2016 13:22,24/01/2016 13:51,-61.257445,93.552022,-61.23617,93.550921,2416.833062,2.633418903,403.962,609.95,506.956,435029.9511
58,MIDOC01,4,Macrouridae,0,24/01/2016 13:22,24/01/2016 13:51,-61.257445,93.552022,-61.23617,93.550921,2416.833062,2.633418903,403.962,609.95,506.956,435029.9511
59,MIDOC01,4,Melanonidae,0,24/01/2016 13:22,24/01/2016 13:51,-61.257445,93.552022,-61.23617,93.550921,2416.833062,2.633418903,403.962,609.95,506.956,435029.9511
60,MIDOC01,4,unidientified/other myctophids,0,24/01/2016 13:22,24/01/2016 13:51,-61.257445,93.552022,-61.23617,93.550921,2416.833062,2.633418903,403.962,609.95,506.956,435029.9511
61,MIDOC01,5,Gymnoscopelus,1,24/01/2016 13:52,24/01/2016 14:21,-61.235995,93.550892,-61.214827,93.550358,2411.604268,2.613674117,207.922,403.762,305.842,434088.7682
62,MIDOC01,5,Krefftichthys anderssoni,0,24/01/2016 13:52,24/01/2016 14:21,-61.235995,93.550892,-61.214827,93.550358,2411.604268,2.613674117,207.922,403.762,305.842,434088.7682
63,MIDOC01,5,Bathylagidae,0,24/01/2016 13:52,24/01/2016 14:21,-61.235995,93.550892,-61.214827,93.550358,2411.604268,2.613674117,207.922,403.762,305.842,434088.7682
64,MIDOC01,5,Kreffichthys andersonii,0,24/01/2016 13:52,24/01/2016 14:21,-61.235995,93.550892,-61.214827,93.550358,2411.604268,2.613674117,207.922,403.762,305.842,434088.7682
65,MIDOC01,5,Electrona,1,24/01/2016 13:52,24/01/2016 14:21,-61.235995,93.550892,-61.214827,93.550358,2411.604268,2.613674117,207.922,403.762,305.842,434088.7682
66,MIDOC01,5,Gempylidae,0,24/01/2016 13:52,24/01/2016 14:21,-61.235995,93.550892,-61.214827,93.550358,2411.604268,2.613674117,207.922,403.762,305.842,434088.7682
67,MIDOC01,5,Gonostomatidae,0,24/01/2016 13:52,24/01/2016 14:21,-61.235995,93.550892,-61.214827,93.550358,2411.604268,2.613674117,207.922,403.762,305.842,434088.7682
68,MIDOC01,5,Melamphidae,0,24/01/2016 13:52,24/01/2016 14:21,-61.235995,93.550892,-61.214827,93.550358,2411.604268,2.613674117,207.922,403.762,305.842,434088.7682
69,MIDOC01,5,Melanonidae,0,24/01/2016 13:52,24/01/2016 14:21,-61.235995,93.550892,-61.214827,93.550358,2411.604268,2.613674117,207.922,403.762,305.842,434088.7682
70,MIDOC01,5,unidientified/other myctophids,0,24/01/2016 13:52,24/01/2016 14:21,-61.235995,93.550892,-61.214827,93.550358,2411.604268,2.613674117,207.922,403.762,305.842,434088.7682
71,MIDOC01,5,Macrouridae,0,24/01/2016 13:52,24/01/2016 14:21,-61.235995,93.550892,-61.214827,93.550358,2411.604268,2.613674117,207.922,403.762,305.842,434088.7682
72,MIDOC01,5,Paralepididae,0,24/01/2016 13:52,24/01/2016 14:21,-61.235995,93.550892,-61.214827,93.550358,2411.604268,2.613674117,207.922,403.762,305.842,434088.7682
73,MIDOC01,5,Protomyctophum,0,24/01/2016 13:52,24/01/2016 14:21,-61.235995,93.550892,-61.214827,93.550358,2411.604268,2.613674117,207.922,403.762,305.842,434088.7682
74,MIDOC01,5,Other myctophid,0,24/01/2016 13:52,24/01/2016 14:21,-61.235995,93.550892,-61.214827,93.550358,2411.604268,2.613674117,207.922,403.762,305.842,434088.7682
75,MIDOC01,5,Stomiidae,0,24/01/2016 13:52,24/01/2016 14:21,-61.235995,93.550892,-61.214827,93.550358,2411.604268,2.613674117,207.922,403.762,305.842,434088.7682
76,MIDOC01,6,Macrouridae,0,24/01/2016 14:22,24/01/2016 14:52,-61.214696,93.550358,-61.194571,93.548322,2299.723039,2.472354084,0.139,207.454,103.7965,413950.147
77,MIDOC01,6,Kreffichthys andersonii,0,24/01/2016 14:22,24/01/2016 14:52,-61.214696,93.550358,-61.194571,93.548322,2299.723039,2.472354084,0.139,207.454,103.7965,413950.147
78,MIDOC01,6,Krefftichthys anderssoni,0,24/01/2016 14:22,24/01/2016 14:52,-61.214696,93.550358,-61.194571,93.548322,2299.723039,2.472354084,0.139,207.454,103.7965,413950.147
79,MIDOC01,6,Paralepididae,1,24/01/2016 14:22,24/01/2016 14:52,-61.214696,93.550358,-61.194571,93.548322,2299.723039,2.472354084,0.139,207.454,103.7965,413950.147
80,MIDOC01,6,Gymnoscopelus,1,24/01/2016 14:22,24/01/2016 14:52,-61.214696,93.550358,-61.194571,93.548322,2299.723039,2.472354084,0.139,207.454,103.7965,413950.147
81,MIDOC01,6,Electrona,1,24/01/2016 14:22,24/01/2016 14:52,-61.214696,93.550358,-61.194571,93.548322,2299.723039,2.472354084,0.139,207.454,103.7965,413950.147
82,MIDOC01,6,Other myctophid,0,24/01/2016 14:22,24/01/2016 14:52,-61.214696,93.550358,-61.194571,93.548322,2299.723039,2.472354084,0.139,207.454,103.7965,413950.147
83,MIDOC01,6,Gonostomatidae,0,24/01/2016 14:22,24/01/2016 14:52,-61.214696,93.550358,-61.194571,93.548322,2299.723039,2.472354084,0.139,207.454,103.7965,413950.147
84,MIDOC01,6,Melamphidae,0,24/01/2016 14:22,24/01/2016 14:52,-61.214696,93.550358,-61.194571,93.548322,2299.723039,2.472354084,0.139,207.454,103.7965,413950.147
85,MIDOC01,6,Melanonidae,0,24/01/2016 14:22,24/01/2016 14:52,-61.214696,93.550358,-61.194571,93.548322,2299.723039,2.472354084,0.139,207.454,103.7965,413950.147
86,MIDOC01,6,unidientified/other myctophids,0,24/01/2016 14:22,24/01/2016 14:52,-61.214696,93.550358,-61.194571,93.548322,2299.723039,2.472354084,0.139,207.454,103.7965,413950.147
87,MIDOC01,6,Protomyctophum,0,24/01/2016 14:22,24/01/2016 14:52,-61.214696,93.550358,-61.194571,93.548322,2299.723039,2.472354084,0.139,207.454,103.7965,413950.147
88,MIDOC01,6,Stomiidae,0,24/01/2016 14:22,24/01/2016 14:52,-61.214696,93.550358,-61.194571,93.548322,2299.723039,2.472354084,0.139,207.454,103.7965,413950.147
89,MIDOC01,6,Gempylidae,0,24/01/2016 14:22,24/01/2016 14:52,-61.214696,93.550358,-61.194571,93.548322,2299.723039,2.472354084,0.139,207.454,103.7965,413950.147
90,MIDOC01,6,Bathylagidae,1,24/01/2016 14:22,24/01/2016 14:52,-61.214696,93.550358,-61.194571,93.548322,2299.723039,2.472354084,0.139,207.454,103.7965,413950.147
91,MIDOC02,1,Krefftichthys anderssoni,1,25/01/2016 0:15,25/01/2016 1:44,-61.811024,92.785676,-61.900007,92.661169,11991.69075,4.361606089,0.1,1069.98,535.04,2158504.335
92,MIDOC02,1,Kreffichthys andersonii,0,25/01/2016 0:15,25/01/2016 1:44,-61.811024,92.785676,-61.900007,92.661169,11991.69075,4.361606089,0.1,1069.98,535.04,2158504.335
93,MIDOC02,1,Melamphidae,0,25/01/2016 0:15,25/01/2016 1:44,-61.811024,92.785676,-61.900007,92.661169,11991.69075,4.361606089,0.1,1069.98,535.04,2158504.335
94,MIDOC02,1,Gymnoscopelus,1,25/01/2016 0:15,25/01/2016 1:44,-61.811024,92.785676,-61.900007,92.661169,11991.69075,4.361606089,0.1,1069.98,535.04,2158504.335
95,MIDOC02,1,unidientified/other myctophids,0,25/01/2016 0:15,25/01/2016 1:44,-61.811024,92.785676,-61.900007,92.661169,11991.69075,4.361606089,0.1,1069.98,535.04,2158504.335
96,MIDOC02,1,Macrouridae,1,25/01/2016 0:15,25/01/2016 1:44,-61.811024,92.785676,-61.900007,92.661169,11991.69075,4.361606089,0.1,1069.98,535.04,2158504.335
97,MIDOC02,1,Melanonidae,1,25/01/2016 0:15,25/01/2016 1:44,-61.811024,92.785676,-61.900007,92.661169,11991.69075,4.361606089,0.1,1069.98,535.04,2158504.335
98,MIDOC02,1,Other myctophid,1,25/01/2016 0:15,25/01/2016 1:44,-61.811024,92.785676,-61.900007,92.661169,11991.69075,4.361606089,0.1,1069.98,535.04,2158504.335
99,MIDOC02,1,Paralepididae,0,25/01/2016 0:15,25/01/2016 1:44,-61.811024,92.785676,-61.900007,92.661169,11991.69075,4.361606089,0.1,1069.98,535.04,2158504.335
100,MIDOC02,1,Bathylagidae,1,25/01/2016 0:15,25/01/2016 1:44,-61.811024,92.785676,-61.900007,92.661169,11991.69075,4.361606089,0.1,1069.98,535.04,2158504.335
101,MIDOC02,1,Electrona,1,25/01/2016 0:15,25/01/2016 1:44,-61.811024,92.785676,-61.900007,92.661169,11991.69075,4.361606089,0.1,1069.98,535.04,2158504.335
102,MIDOC02,1,Gempylidae,0,25/01/2016 0:15,25/01/2016 1:44,-61.811024,92.785676,-61.900007,92.661169,11991.69075,4.361606089,0.1,1069.98,535.04,2158504.335
103,MIDOC02,1,Gonostomatidae,0,25/01/2016 0:15,25/01/2016 1:44,-61.811024,92.785676,-61.900007,92.661169,11991.69075,4.361606089,0.1,1069.98,535.04,2158504.335
104,MIDOC02,1,Stomiidae,1,25/01/2016 0:15,25/01/2016 1:44,-61.811024,92.785676,-61.900007,92.661169,11991.69075,4.361606089,0.1,1069.98,535.04,2158504.335
105,MIDOC02,1,Protomyctophum,0,25/01/2016 0:15,25/01/2016 1:44,-61.811024,92.785676,-61.900007,92.661169,11991.69075,4.361606089,0.1,1069.98,535.04,2158504.335
106,MIDOC02,2,Electrona,0,25/01/2016 1:45,25/01/2016 2:15,-61.900083,92.660963,-61.912746,92.626284,2352.056403,2.547791853,1037.93,1271.59,1154.76,423370.1526
107,MIDOC02,2,Gempylidae,0,25/01/2016 1:45,25/01/2016 2:15,-61.900083,92.660963,-61.912746,92.626284,2352.056403,2.547791853,1037.93,1271.59,1154.76,423370.1526
108,MIDOC02,2,Bathylagidae,1,25/01/2016 1:45,25/01/2016 2:15,-61.900083,92.660963,-61.912746,92.626284,2352.056403,2.547791853,1037.93,1271.59,1154.76,423370.1526
109,MIDOC02,2,Protomyctophum,0,25/01/2016 1:45,25/01/2016 2:15,-61.900083,92.660963,-61.912746,92.626284,2352.056403,2.547791853,1037.93,1271.59,1154.76,423370.1526
110,MIDOC02,2,Stomiidae,0,25/01/2016 1:45,25/01/2016 2:15,-61.900083,92.660963,-61.912746,92.626284,2352.056403,2.547791853,1037.93,1271.59,1154.76,423370.1526
111,MIDOC02,2,Gonostomatidae,0,25/01/2016 1:45,25/01/2016 2:15,-61.900083,92.660963,-61.912746,92.626284,2352.056403,2.547791853,1037.93,1271.59,1154.76,423370.1526
112,MIDOC02,2,Paralepididae,0,25/01/2016 1:45,25/01/2016 2:15,-61.900083,92.660963,-61.912746,92.626284,2352.056403,2.547791853,1037.93,1271.59,1154.76,423370.1526
113,MIDOC02,2,Gymnoscopelus,0,25/01/2016 1:45,25/01/2016 2:15,-61.900083,92.660963,-61.912746,92.626284,2352.056403,2.547791853,1037.93,1271.59,1154.76,423370.1526
114,MIDOC02,2,Macrouridae,1,25/01/2016 1:45,25/01/2016 2:15,-61.900083,92.660963,-61.912746,92.626284,2352.056403,2.547791853,1037.93,1271.59,1154.76,423370.1526
115,MIDOC02,2,unidientified/other myctophids,0,25/01/2016 1:45,25/01/2016 2:15,-61.900083,92.660963,-61.912746,92.626284,2352.056403,2.547791853,1037.93,1271.59,1154.76,423370.1526
116,MIDOC02,2,Kreffichthys andersonii,0,25/01/2016 1:45,25/01/2016 2:15,-61.900083,92.660963,-61.912746,92.626284,2352.056403,2.547791853,1037.93,1271.59,1154.76,423370.1526
117,MIDOC02,2,Krefftichthys anderssoni,0,25/01/2016 1:45,25/01/2016 2:15,-61.900083,92.660963,-61.912746,92.626284,2352.056403,2.547791853,1037.93,1271.59,1154.76,423370.1526
118,MIDOC02,2,Melamphidae,0,25/01/2016 1:45,25/01/2016 2:15,-61.900083,92.660963,-61.912746,92.626284,2352.056403,2.547791853,1037.93,1271.59,1154.76,423370.1526
119,MIDOC02,2,Other myctophid,0,25/01/2016 1:45,25/01/2016 2:15,-61.900083,92.660963,-61.912746,92.626284,2352.056403,2.547791853,1037.93,1271.59,1154.76,423370.1526
120,MIDOC02,2,Melanonidae,0,25/01/2016 1:45,25/01/2016 2:15,-61.900083,92.660963,-61.912746,92.626284,2352.056403,2.547791853,1037.93,1271.59,1154.76,423370.1526
121,MIDOC02,3,Gempylidae,0,25/01/2016 2:15,25/01/2016 2:44,-61.912809,92.626047,-61.922738,92.589975,2241.33628,2.439843403,953.64,1276.43,1115.035,403440.5303
122,MIDOC02,3,Gonostomatidae,0,25/01/2016 2:15,25/01/2016 2:44,-61.912809,92.626047,-61.922738,92.589975,2241.33628,2.439843403,953.64,1276.43,1115.035,403440.5303
123,MIDOC02,3,Paralepididae,0,25/01/2016 2:15,25/01/2016 2:44,-61.912809,92.626047,-61.922738,92.589975,2241.33628,2.439843403,953.64,1276.43,1115.035,403440.5303
124,MIDOC02,3,Protomyctophum,0,25/01/2016 2:15,25/01/2016 2:44,-61.912809,92.626047,-61.922738,92.589975,2241.33628,2.439843403,953.64,1276.43,1115.035,403440.5303
125,MIDOC02,3,unidientified/other myctophids,0,25/01/2016 2:15,25/01/2016 2:44,-61.912809,92.626047,-61.922738,92.589975,2241.33628,2.439843403,953.64,1276.43,1115.035,403440.5303
126,MIDOC02,3,Electrona,1,25/01/2016 2:15,25/01/2016 2:44,-61.912809,92.626047,-61.922738,92.589975,2241.33628,2.439843403,953.64,1276.43,1115.035,403440.5303
127,MIDOC02,3,Krefftichthys anderssoni,0,25/01/2016 2:15,25/01/2016 2:44,-61.912809,92.626047,-61.922738,92.589975,2241.33628,2.439843403,953.64,1276.43,1115.035,403440.5303
128,MIDOC02,3,Stomiidae,0,25/01/2016 2:15,25/01/2016 2:44,-61.912809,92.626047,-61.922738,92.589975,2241.33628,2.439843403,953.64,1276.43,1115.035,403440.5303
129,MIDOC02,3,Bathylagidae,1,25/01/2016 2:15,25/01/2016 2:44,-61.912809,92.626047,-61.922738,92.589975,2241.33628,2.439843403,953.64,1276.43,1115.035,403440.5303
130,MIDOC02,3,Kreffichthys andersonii,0,25/01/2016 2:15,25/01/2016 2:44,-61.912809,92.626047,-61.922738,92.589975,2241.33628,2.439843403,953.64,1276.43,1115.035,403440.5303
131,MIDOC02,3,Melanonidae,0,25/01/2016 2:15,25/01/2016 2:44,-61.912809,92.626047,-61.922738,92.589975,2241.33628,2.439843403,953.64,1276.43,1115.035,403440.5303
132,MIDOC02,3,Gymnoscopelus,0,25/01/2016 2:15,25/01/2016 2:44,-61.912809,92.626047,-61.922738,92.589975,2241.33628,2.439843403,953.64,1276.43,1115.035,403440.5303
133,MIDOC02,3,Other myctophid,0,25/01/2016 2:15,25/01/2016 2:44,-61.912809,92.626047,-61.922738,92.589975,2241.33628,2.439843403,953.64,1276.43,1115.035,403440.5303
134,MIDOC02,3,Macrouridae,1,25/01/2016 2:15,25/01/2016 2:44,-61.912809,92.626047,-61.922738,92.589975,2241.33628,2.439843403,953.64,1276.43,1115.035,403440.5303
135,MIDOC02,3,Melamphidae,0,25/01/2016 2:15,25/01/2016 2:44,-61.912809,92.626047,-61.922738,92.589975,2241.33628,2.439843403,953.64,1276.43,1115.035,403440.5303
136,MIDOC02,4,Gempylidae,0,25/01/2016 2:45,25/01/2016 3:14,-61.922792,92.589739,-61.931573,92.552536,2223.844099,2.425855784,574.607,948.767,761.687,400291.9378
137,MIDOC02,4,Electrona,1,25/01/2016 2:45,25/01/2016 3:14,-61.922792,92.589739,-61.931573,92.552536,2223.844099,2.425855784,574.607,948.767,761.687,400291.9378
138,MIDOC02,4,Melanonidae,1,25/01/2016 2:45,25/01/2016 3:14,-61.922792,92.589739,-61.931573,92.552536,2223.844099,2.425855784,574.607,948.767,761.687,400291.9378
139,MIDOC02,4,Melamphidae,0,25/01/2016 2:45,25/01/2016 3:14,-61.922792,92.589739,-61.931573,92.552536,2223.844099,2.425855784,574.607,948.767,761.687,400291.9378
140,MIDOC02,4,Bathylagidae,1,25/01/2016 2:45,25/01/2016 3:14,-61.922792,92.589739,-61.931573,92.552536,2223.844099,2.425855784,574.607,948.767,761.687,400291.9378
141,MIDOC02,4,Other myctophid,0,25/01/2016 2:45,25/01/2016 3:14,-61.922792,92.589739,-61.931573,92.552536,2223.844099,2.425855784,574.607,948.767,761.687,400291.9378
142,MIDOC02,4,Paralepididae,1,25/01/2016 2:45,25/01/2016 3:14,-61.922792,92.589739,-61.931573,92.552536,2223.844099,2.425855784,574.607,948.767,761.687,400291.9378
143,MIDOC02,4,Protomyctophum,0,25/01/2016 2:45,25/01/2016 3:14,-61.922792,92.589739,-61.931573,92.552536,2223.844099,2.425855784,574.607,948.767,761.687,400291.9378
